lang,pron2noun
ara,0.009821846575708934
ces,0.13424302731083085
deu,0.2313285187014676
eng,0.2313921649447983
fas,0.0368118867042909
fra,0.12073935548005522
hin,0.1335360478828322
jpn,0.01304826365524764
kor,0.018599327678812533
nld,0.13939626003659786
rus,0.11245495690882387
pol,0.11458042373551665
spa,0.2068664115826529
tam,0.05661831569231051
tur,0.07361734245147003
zho,0.03284045171798005
