lang,noun2verb
ara,0.8135178372133575
ces,0.7007454922141061
deu,0.7010746794815581
eng,0.6359243444487583
fas,0.9022873278684276
fra,0.7261119746432302
hin,0.7735859579769254
jpn,0.7801394525725913
kor,0.8363452191400119
nld,0.6015990343176256
rus,0.7218189591175699
pol,0.7502593067528871
spa,0.6682105508967361
tam,0.7696756627110914
tur,0.6037340725177565
zho,0.8297733318844877
