ar	fa	1.0079988065725214
ar	hi	1.0103678111117405
ar	ko	1.0745356953241567
ar	ja	1.076345767094723
ar	ta	1.0888629634618767
ar	ru	1.1053091986498595
ar	tr	1.109216270560751
ar	zh	1.1284369005602994
ar	de	1.1487068898936668
ar	es	1.163405928745881
ar	nl	1.166081209812221
ar	en	1.1688063034183995
ar	fr	1.1768124157913256
de	nl	0.8035032226225007
de	en	0.8711596432548743
de	fr	0.903192614305948
de	es	0.9433045344722892
de	ru	0.9497361929253071
de	tr	0.9732589249329049
de	ta	1.015256233068952
de	zh	1.0286655812314378
de	ar	1.0324920927071626
de	fa	1.0404831618411348
de	hi	1.0405893126434544
de	ja	1.0463562161977795
de	ko	1.0800513932407383
en	nl	0.7130003160851612
en	fr	0.7200170351033605
en	es	0.73108362871584
en	de	0.7631235184071762
en	ru	0.8338915553451449
en	tr	0.8519426128614686
en	zh	0.8737765486058447
en	ja	0.9142744672768138
en	fa	0.9186630502361327
en	ar	0.9202739806672959
en	ta	0.9233641322894652
en	hi	0.9263782246325517
en	ko	0.9444443822011241
es	fr	0.7567464107440998
es	en	0.7725076522147529
es	nl	0.8225056734967714
es	tr	0.8668129542068961
es	de	0.8731417264391075
es	ru	0.9042032455445449
es	ta	0.9179348336583134
es	zh	0.9483091352279572
es	fa	0.9570341878537496
es	ar	0.9679247657598892
es	ko	0.9695953877400395
es	ja	0.9717949065134964
es	hi	0.9814983522961531
fa	ar	0.9823772979426727
fa	hi	1.0046544026580277
fa	ko	1.0410452405572228
fa	ru	1.0565044978216847
fa	ja	1.0582101567594042
fa	tr	1.0681422979711184
fa	ta	1.069221278989133
fa	zh	1.0704437707839745
fa	es	1.1210769480677183
fa	fr	1.1223320167443422
fa	de	1.1281733793449817
fa	en	1.1371033801572337
fa	nl	1.166897879699186
fr	es	0.7165560027263304
fr	en	0.7204075766662852
fr	nl	0.7728889555895678
fr	de	0.7916130906250095
fr	tr	0.8440350039856326
fr	ru	0.855658307409264
fr	zh	0.8735263680095509
fr	ja	0.8745560019902534
fr	ta	0.8955592811290911
fr	fa	0.9072211171431988
fr	ar	0.9270802727577275
fr	ko	0.9281213110899398
fr	hi	0.9413747582571428
hi	ar	1.0477952643196022
hi	fa	1.0690433627906555
hi	ta	1.0782097285897168
hi	ja	1.102500655956964
hi	zh	1.1268028725544648
hi	ko	1.1342461943256628
hi	ru	1.1456693336665034
hi	de	1.2006012254343046
hi	tr	1.2050073789442333
hi	nl	1.2143441997396787
hi	en	1.2201428222003117
hi	es	1.223421687514039
hi	fr	1.2392227576688843
ja	ko	0.941372398747528
ja	zh	0.9784257043229082
ja	hi	1.0181093909298713
ja	ar	1.0307760602813203
ja	fa	1.0398390962362167
ja	ta	1.0451555057832698
ja	fr	1.0631389823086907
ja	tr	1.074334954026608
ja	ru	1.0846505227325096
ja	en	1.1120248944180928
ja	de	1.1148451957244998
ja	es	1.1186051265301176
ja	nl	1.1341077586086599
ko	ja	0.9791479070475778
ko	zh	1.0151547412417836
ko	tr	1.0362974487919232
ko	fa	1.064022125711842
ko	ar	1.0703361721832094
ko	ta	1.0720630421723814
ko	hi	1.0894561554190718
ko	ru	1.127303123596117
ko	es	1.1608592524977868
ko	fr	1.1735294759330244
ko	nl	1.1808693152470189
ko	en	1.194816317963801
ko	de	1.1969231553831694
nl	de	0.7330690256926163
nl	en	0.7425913385748448
nl	fr	0.8045291019833518
nl	es	0.8107058894793715
nl	tr	0.8823401905127602
nl	ru	0.886523321654203
nl	zh	0.9098506978154141
nl	ta	0.9193188931726927
nl	ar	0.956232614710564
nl	hi	0.960239635839243
nl	ja	0.9711281884030181
nl	ko	0.9721588566348979
nl	fa	0.9818594086065813
ru	de	0.9553366816939959
ru	en	0.9575599007138724
ru	nl	0.9774316172977146
ru	fa	0.9801307706408441
ru	fr	0.9820220655936108
ru	es	0.9826225024360582
ru	zh	0.985606850047417
ru	ta	0.987646175395674
ru	hi	0.9988340345414893
ru	ar	0.9993434207922748
ru	tr	1.0196908903660957
ru	ko	1.023227792943658
ru	ja	1.024019641582189
ta	hi	0.9823373317382254
ta	ko	1.0168931014583868
ta	ar	1.0287919519961182
ta	ja	1.031152095394701
ta	zh	1.0312925791991427
ta	tr	1.0319348035705986
ta	ru	1.0321070515338802
ta	fa	1.0365819106449305
ta	es	1.0424514878472555
ta	nl	1.0592190004746365
ta	de	1.0672163947862858
ta	fr	1.0740848060447774
ta	en	1.1080331013282463
tr	ko	0.943512607492144
tr	es	0.9448822661323434
tr	fr	0.9716570238215084
tr	nl	0.9758070266033841
tr	en	0.9812922702282163
tr	de	0.9820045974207121
tr	ta	0.9905138719879598
tr	fa	0.9939703919086765
tr	ar	1.0059557232363872
tr	ja	1.0173955273494306
tr	ru	1.0228223293666143
tr	zh	1.0297082503998038
tr	hi	1.0537932472792173
zh	ko	0.9307956382445003
zh	ja	0.9331184684336497
zh	hi	0.9923673426538112
zh	ru	0.9956213197543685
zh	ta	0.9968940603014758
zh	fa	1.0031526098135157
zh	fr	1.0127152939570763
zh	nl	1.013343824723501
zh	en	1.0135547988610691
zh	ar	1.0306203826457763
zh	tr	1.0369862692690104
zh	es	1.04102474483497
zh	de	1.0452451191544754
