lang,noun
ara,0.37534641326076096
ces,0.1984078619771395
deu,0.15835846728847314
eng,0.1691120256071976
fas,0.4025070707491968
fra,0.23933323915630525
hin,0.2260310015206573
jpn,0.2281349025809773
kor,0.22069787667106444
nld,0.17064684336128946
rus,0.23953387068705545
pol,0.3256646440228944
spa,0.18606174240678974
tam,0.34541327004437106
tur,0.28294588523286124
zho,0.5156008527797339
